path,label
data/cropped/not_me\webcam_Francisco_Tropa-28.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-29.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-3.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-30.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-31.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-32.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-33.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-34.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-35.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-36.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-37.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-38.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-39.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-4.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-40.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-41.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-42.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-43.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-44.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-45.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-46.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-47.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-5.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-6.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-7.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-8.jpg,0
data/cropped/not_me\webcam_Francisco_Tropa-9.jpg,0
